Table 2.3.5U. Personal Consumption Expenditures by Major Type of Product and by Major Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2.3.5U. Personal Consumption Expenditures by Major Type of Product and by Major Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last Revised on: November 27, 2024 - Next Release Date December 20, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,    Health,18225,18252,18411,18562,18727,18842,18892,19011,19140,19252,19261,19455,19686,19723,19902,20265,20411,20461,20334,20201,20456,20857,21029,21029,21036,21114,21224,21558,21646,21802,21887,21927,22121,22279,22492,22840,22960,23139,23449,23699,24029,24189,24423,24655,24982,25111,25495,25707,25716,25873,26002,26013,26131,26350,26401,26606,26643,26758,26965,27398,27826,28205,28636,28990,29514,29732,30142,30524,30737,30929,31039,31334,31691,31903,31955,32021,32084,31910,31868,31664,31855,32117,32188,32466,32651,32901,33333,33931,34257,34853,35269,35513,36026,36514,37016,37332,37338,37632,37838,37991,38095,38362,38374,38564,38863,38927,39186,39728,40310,40877,41785,42379,43259,43688,44066,44775,45165,45786,46475,46867,47611,47835,48220,48710,49724,49816,50189,50633,51057,51697,52191,52527,53452,54741,54457,55153,55545,56147,57031,57563,58439,59114,59940,60610,60430,60897,61270,61635,62684,62882,63687,64374,64853,65145,65668,67088,67267,67583,68591,69428,69355,69921,70692,71477,71868,72458,72994,73436,74647,75556,76556,77145,77822,78665,79015,79518,80414,81144,81661,82021,83006,84137,85054,85941,87149,88375,89127,90047,91225,92444,92678,94644,96488,98233,98483,100061,101646,102289,102686,103080,104527,106796,108373,109939,110430,111282,113339,114550,115037,115904,117308,118535,119439,119932,122355,122993,123929,125144,126868,128255,131243,131950,133307,133996,134283,135297,136326,138321,140123,142130,143991,145816,146985,148746,150010,151369,152905,155355,156409,158591,160897,161383,162612,164714,167049,168749,171408,172410,173535,177145,178404,180204,184259,184568,186030,187350,188437,190947,194254,198229,203880,205978,208896,212848,213615,217952,220977,223132,225606,228045,231099,233790,235347,236131,239805,240808,241567,244102,245901,248105,250303,252850,255963,258456,260899,263651,266703,270561,273264,275582,278742,280532,283757,285722,288454,291900,293334,296315,298711,299285
36,    Transportation,35904,37871,38493,39070,39189,39130,39315,40047,41092,38965,39000,37118,37573,40058,42420,43277,40734,39494,40127,41405,43018,41670,41015,38392,37590,37652,38346,38261,38406,38808,39116,39546,40010,40337,41384,42070,42119,42691,43022,43426,44174,44254,43659,43578,44317,43881,46393,47891,47495,46707,46251,46982,47537,48352,48639,47619,47688,47359,48742,50454,51008,50150,49038,49737,50691,51404,52523,52558,51640,52099,49802,48038,51470,56141,59486,58193,55733,53230,54138,56516,60156,58494,57681,57112,57863,59802,61884,60379,57089,55183,56313,58813,61854,60437,59490,59206,59618,57194,58241,61325,61102,62267,62222,61062,62366,61248,61280,63802,66220,65997,68810,67102,69245,68783,71127,71467,72718,72776,71330,72578,74460,74795,74006,75126,75371,75747,74200,76846,78593,78061,77567,75852,74920,76857,75296,76333,77825,79123,78203,78651,79319,75547,71945,74017,84731,84069,86164,86937,85916,88959,87457,88497,93482,93523,93260,91914,94634,93420,95688,95643,96806,96650,97636,99433,99181,101807,104003,104880,107262,109349,111878,110414,111379,105553,108089,106427,110207,107116,108854,106273,105039,105323,109042,110351,113686,114080,116281,122169,117328,115355,110427,114127,114833,118840,114532,115074,119528,121371,127664,127951,130314,130241,134145,138190,140568,143553,143941,145990,142070,146528,148062,146483,150418,148552,152721,159594,160053,162818,167478,166224,166241,166988,167436,169430,170825,170838,173200,175974,167812,171498,177500,184258,186608,187989,186080,192630,183897,191603,191574,192247,193097,198358,200111,197984,200376,196193,207157,213412,221442,216804,217641,222905,234978,230597,229666,220064,211857,217537,227873,225918,224735,232148,228400,234062,246793,255705,260191,247636,246079,247848,248072,263384,257326,244946,245818,244895,251344,256972,254049,245796,256199,247517,251468,252735,262791,255469,270261,265814,264363,256311,264060,270567,280556,289685,293869,292905,291784,302002,299075,313932
37,    Communication,4717,4738,4751,4768,4789,4807,4836,4861,4891,4923,4951,4980,5014,5046,5081,5107,5140,5183,5225,5271,5305,5336,5366,5393,5411,5433,5457,5485,5509,5518,5559,5580,5624,5666,5707,5738,5762,5789,5811,5833,5857,5875,5905,5932,5965,5999,6037,6114,6196,6278,6315,6342,6367,6403,6451,6496,6527,6572,6601,6600,6587,6584,6686,6807,6921,6967,6962,6980,7054,7165,7265,7276,7263,7260,7295,7350,7406,7485,7540,7609,7700,7817,7914,7784,7599,7441,7652,7953,8245,8301,8281,8260,8304,8391,8478,8541,8587,8635,8680,8738,8789,8833,8866,8907,8985,9066,9149,9238,9396,9299,9602,9540,9487,9572,9651,9712,9794,9936,10003,10152,10259,10465,10473,10514,10629,10691,10777,10821,10924,11053,11048,11100,11170,11303,11409,11521,11560,11605,11627,11645,11705,11766,11920,12045,12062,12196,12233,12262,12641,12692,12829,13070,13159,13218,13311,13489,13579,13582,14059,14111,13682,14200,14462,14571,14976,14880,15054,15077,15176,15408,15596,15773,15955,16109,16150,16399,16499,16702,16706,17103,17094,17086,17422,17409,17530,17527,17649,17755,17926,18155,18262,18447,18423,18772,19010,19316,19671,19947,20197,20319,20576,20819,21002,21414,21632,21235,21983,22035,22044,22341,22505,22817,22999,23045,23155,23305,23362,23342,23762,23993,23954,24126,24119,24295,24726,25110,25452,25408,25659,25691,26306,26409,26635,26989,26812,27832,27867,27792,28304,27867,28381,28355,28886,29081,29204,29400,29416,29968,29917,30384,30494,29613,31077,31017,31369,31575,31794,29297,31967,32064,32428,33018,32761,33188,33535,33841,34298,35163,35180,35749,35899,36212,37006,37726,38159,38785,38725,38925,39426,40263,40133,41213,41046,41703,42355,42800,43162,42921,43955,44013,44072,44617,44847,45283,44901,44590,45091,45946,45556,45185
38,    Recreation,18287,18344,18432,18280,18664,18825,18711,19012,19201,19050,19132,19213,19354,19303,19311,19974,19701,19830,19763,19689,19672,20089,20012,19832,19807,19861,20151,20032,20263,20325,20607,20582,20742,20872,21149,21227,21371,21224,21641,21738,22054,21935,22083,22087,22632,22586,22815,22853,22779,23238,23448,23510,23445,23942,24371,24445,24216,24372,23986,24486,24635,25475,25895,25891,26420,26318,26563,26744,26620,26613,26925,27441,27374,27787,27925,28469,28426,28379,28560,28690,29483,30274,30602,30727,31239,31761,32228,32620,32431,33362,33662,34219,34592,34425,34720,35111,35382,35508,35439,35547,35075,35342,35439,36918,36785,35875,36046,36509,37651,38196,39178,38802,38997,40051,40488,40667,40805,40859,41803,41688,42174,42774,42840,43617,43863,43952,43605,43753,44098,44244,44218,45253,46022,46622,46219,46018,46524,46430,46962,47348,47594,48329,47846,48290,48126,48283,48340,49220,49573,50231,49889,50712,51071,51657,51601,52664,52976,53048,54444,54801,55382,55412,56706,56954,57299,58727,58746,59895,61008,62019,62050,61904,61937,62998,62710,63214,64749,64585,64748,64270,65170,65534,67188,67530,68801,68871,69737,71125,70910,70644,70912,70849,72797,73445,73935,74079,76507,77161,77220,78374,78912,78945,80640,82616,83507,82745,83320,84398,84070,85802,86337,87170,87784,88746,88664,91768,88385,90243,91665,92994,93929,93303,95110,96524,97738,98257,99988,100868,99050,101702,103667,102764,105177,106268,107156,107529,107661,109721,111148,113506,112248,115096,115721,116858,117763,119998,118331,121301,121766,122243,123241,121788,123814,125465,122785,122869,123666,123944,126300,126996,130246,133437,134506,135254,136099,136115,137565,139830,139893,141539,144335,144779,143830,144447,145048,146144,145758,146997,148728,148168,149531,151622,152749,152564,153666,154548,155659,157264,160031,159676,162416,163938,167703,168719,170625,170760,173692,175896,178528,179934
39,    Education,3033,3041,3049,3064,3087,3098,3107,3126,3142,3163,3182,3203,3240,3252,3280,3334,3328,3327,3370,3391,3411,3448,3479,3467,3447,3434,3495,3577,3678,3678,3641,3623,3636,3663,3692,3730,3746,3764,3803,3848,3890,3939,3972,3997,4062,4093,4132,4170,4178,4225,4250,4270,4304,4309,4349,4367,4422,4459,4498,4528,4558,4598,4643,4700,4752,4785,4883,4934,4943,4973,5050,5107,5150,5208,5259,5321,5371,5440,5490,5527,5597,5668,5739,5814,5860,5935,5979,6046,6096,6179,6241,6327,6381,6433,6505,6562,6606,6627,6765,6726,6813,6874,6895,6920,6984,7032,7108,7180,7345,7386,7502,7502,7599,7685,7743,7777,7889,8000,8080,8137,8206,8252,8325,8405,8476,8582,8658,8766,8900,8958,9068,9219,9356,9538,9490,9594,9703,9805,9977,10136,10236,10331,10376,10419,10424,10527,10557,10664,10734,10861,10957,11026,11077,11081,11108,11226,11280,11241,11345,11389,11558,11586,11921,11968,12167,12231,12159,12140,12213,12260,12258,12506,12625,12866,13585,13421,13644,13437,13606,13611,13699,13728,14029,14109,14281,14455,14430,14254,14362,14281,14325,14471,14527,14744,14982,15077,15576,15614,16674,16385,16663,16697,16745,16943,16994,16894,17086,17263,17239,17311,17708,17634,17807,17725,17718,17813,18109,18047,18179,18291,18353,18551,18918,18891,19237,19468,19780,19886,19915,20286,20075,20467,20695,20800,20952,21143,21391,21365,21562,21877,22061,22083,22339,22559,22565,22511,22856,23111,23100,23488,23826,23928,23932,24292,24285,24558,24906,25111,25516,26201,26102,26680,26763,26973,26998,27206,27379,27644,27702,27960,28295,28423,28637,29312,29649,29895,29736,29998,30190,30457,30676,30873,30948,31114,31331,31950,32093,32249,32748,33110,33271,33594,33970,34241,34515,34733,34992,35400,35737,35876
40,    Food services and accommodations,18784,19178,18884,18988,19400,20006,19882,20003,20394,20271,20255,20812,20480,20245,20161,20729,20703,20541,20562,20420,20389,20465,20690,20428,20842,20654,20940,20819,20729,20797,20698,20877,21047,21291,21359,21513,21609,21725,21739,21957,22161,22027,22241,22429,22684,22549,23055,22904,22860,22999,23173,23455,23013,23146,23232,23352,23232,23600,23548,24056,24111,24227,24742,24553,24669,25217,24961,24934,25224,25017,25233,25643,25978,26162,25993,26663,26967,26971,27377,27566,27550,27955,28279,28705,28727,29031,29281,29372,29302,29555,30276,29797,29943,29619,30035,30677,30831,29964,30211,30377,30363,30769,30994,31147,31299,31437,31825,32266,32868,33389,34145,34188,34117,34294,34735,35171,35397,35642,35723,35462,35864,36240,35986,37027,37299,37707,37514,37788,37878,38505,39098,38623,39652,40546,40652,41109,41948,41930,41946,42202,42639,42273,42436,42152,42370,42538,42678,42663,43341,43709,43791,44717,44019,44689,45116,45934,46373,46697,48005,47791,48136,48808,49348,49592,49855,50213,50566,51242,52229,52768,53194,53075,53539,53896,54512,55407,56669,57324,57844,57528,57702,57660,58189,59428,59515,60226,60618,61642,61955,62733,63628,64070,65025,65975,65615,66788,67983,69315,68378,69071,69421,71500,73090,73689,75034,74641,75610,76028,76762,77469,78881,79281,79727,79734,79589,80859,82932,86041,85426,85168,86305,85321,86199,85551,85246,85212,87439,87136,87950,89766,92978,94221,94625,96712,98674,100028,101274,101635,103033,104347,104151,106567,110485,108390,107988,109207,109431,111577,113285,114158,117520,118294,120313,116712,118354,118766,119412,120248,120811,122131,123368,125230,126296,129016,131112,131209,132590,133334,134239,134010,133579,134374,135820,136269,134935,135516,134509,138931,137946,139670,141073,142307,144065,144812,144822,147155,147295,147516,149291,149876,151127,151131,151721,153062,154584,154237,156418,157246,159034,154867
41,    Financial services and insurance,11432,11568,11705,11833,11957,12062,12155,12245,12387,12535,12679,12732,12765,12796,12896,13017,13136,13211,13271,13328,13321,13312,13305,13499,13756,14021,14190,14321,14438,14340,14207,14102,14234,14432,14629,14619,14551,14492,14640,14855,15058,15016,14877,14773,14776,14836,14871,14861,14774,14728,14801,14914,15026,15232,15431,15647,15904,16188,16479,16439,16447,16363,16521,16704,16911,17169,17414,17636,17690,17736,17749,17855,17936,18062,18162,18273,18371,18532,18663,18825,19159,19516,19889,20071,20271,20452,20530,20597,20663,20710,20749,20767,20684,20555,20451,20720,21055,21348,21465,21508,21593,21878,22299,22709,22800,22868,22922,22961,23074,22806,23515,24567,24665,26145,26242,25658,25917,26431,26509,26850,26409,26743,26321,26615,27644,27741,27549,27930,28239,28691,29169,28799,28907,29166,29214,29273,29714,29944,29788,30134,31215,31303,31013,31613,31797,32395,32577,32816,32776,32819,33060,33803,33358,33462,33416,34755,35224,35843,36354,36415,36128,36695,37329,38144,37593,37579,38503,38910,38569,38708,38721,39118,39629,39812,39982,40040,40784,41245,41365,41257,40934,40776,41594,41919,42542,43444,44092,45178,46074,46557,47630,48114,49156,50835,50581,50817,51327,51815,51874,51723,51933,53337,53968,54380,54701,55659,54976,55072,55134,55764,56697,57228,58167,58174,58843,60642,60571,60645,60990,62256,63168,64119,66158,66507,67324,68773,70147,70447,71633,72446,74253,76862,77485,76911,76381,78219,78112,79267,79565,79435,77656,74842,76318,82388,85877,87732,86761,86910,86800,86282,84579,86537,86375,88165,88579,85830,87495,88944,90321,91547,94152,97749,100214,100535,100716,98243,98544,99154,98360,97866,97869,97344,96036,96208,99709,101352,102971,103915,106521,106958,108776,109146,111218,116458,118754,124986,126908,127549,134722,136588,135152,133273,133043,136779,143536,148345,152608,150339,144998,142315
42,    Other goods and services,19640,19692,23214,21793,20964,20643,20979,21640,22014,22143,21990,22009,22173,22256,22307,22642,22346,22432,22422,22400,22463,22623,22563,22573,22599,22646,23072,23442,23920,23887,23846,23754,23958,24199,24612,24723,24629,24508,24522,24685,24634,24641,24705,24905,25187,25222,25316,25347,25241,25230,25487,25643,25808,26240,26318,26612,26672,26747,26827,27167,27512,27967,27616,26950,27177,27585,27925,28079,28158,28225,28213,28592,28858,29132,29172,29486,29959,29982,30265,30372,30696,31031,31285,31646,32201,32387,32811,33174,33309,33451,33313,33234,33509,33840,34234,34308,34326,34318,34581,34891,35500,35822,36122,36055,36489,36741,37149,37223,37603,37294,37601,38086,38429,38567,38696,39140,39169,39329,39622,39777,39826,39973,40116,40586,40474,40570,41001,41471,41559,41948,42002,42484,42823,43279,43209,43249,43567,44112,44545,44933,45138,45262,45335,45703,46019,46535,46572,46349,46069,46613,46696,47124,47377,47507,47965,48723,48989,49297,49667,50328,50521,50707,50789,50879,51468,52461,53144,53556,53922,54224,54796,55776,56131,56829,57422,57681,58869,58803,59089,59617,60295,60664,60603,61353,62531,61918,62323,62867,62945,63420,63604,63940,65056,64842,65203,64752,67134,67605,68523,68680,69331,69733,70658,72171,72945,73298,74375,74888,75002,76246,76497,77117,77342,78145,79154,80273,77504,79567,81164,82160,82217,82079,84418,84500,86345,88357,88147,88730,88776,89722,91056,92054,92422,93646,93794,94963,95904,94716,95498,95586,95429,96807,96885,97078,98434,99731,100025,102406,103283,104032,105364,105429,108167,107772,108182,107991,108631,108773,109833,109524,111968,115053,114496,117711,117512,118045,118628,119771,120602,121574,122115,122299,122980,123270,123649,124310,122713,124111,124687,126252,126512,126641,127685,127751,129124,131334,132300,134153,136666,137052,138507,140355,141462,142614,144611,145354,147139,148222,149373,149836
43,    Net foreign travel and expenditures abroad by U.S. residents,1971,2025,2085,2094,2081,1912,1997,2005,2058,2043,1992,1965,2036,2118,2218,2266,2249,2046,2136,2117,2119,2094,2037,2016,2046,2102,2134,2103,2033,1900,1982,2022,2071,2069,2048,2054,2123,2200,2286,2311,2291,2172,2355,2421,2496,2515,2505,2429,2355,2293,2378,2495,2623,2481,2625,2629,2621,2593,2577,2534,2496,2491,2528,2572,2596,2422,2581,2569,2617,2623,2624,2697,2831,2982,2965,2866,2755,2569,2777,2865,2944,2920,2891,2931,3048,3180,3183,3135,3094,2876,3010,3021,3161,3252,3288,3336,3399,3515,3766,4002,4201,3965,3938,3777,3709,3724,3735,3725,3705,3768,3750,3675,3649,3569,3802,3841,3781,3643,3535,3490,3672,3825,3939,3918,3891,3795,4044,4236,4380,4329,4278,4221,4230,4290,4446,4578,4728,4656,4737,4620,4488,4434,4455,4506,4512,4542,4563,4716,4812,4845,4668,4581,4659,4896,5160,5382,5475,5492,5408,5279,5176,5134,5114,5109,5152,5167,5201,5137,5034,4896,4826,4948,5031,4976,4724,4503,4343,4410,4460,4501,4435,4386,4443,4687,4911,4953,4729,4554,4521,4837,5043,4997,4693,4383,4173,4231,4298,4360,4381,4364,4346,4590,4739,4782,4568,4277,3897,3597,3323,3219,3216,3329,3603,3897,4194,4360,4464,4661,4595,4540,4608,4550,4254,4011,3927,3936,4026,4160,4137,4407,4485,4074,3837,3873,4260,4524,4719,4740,4026,3915,3675,3657,3963,4077,4425,4329,4482,4560,4326,4041,3804,3561,3913,3827,3612,3443,3374,3299,3249,3241,3392,3516,3623,3994,600,1156,1130,568,123,17,608,978,694,-108,-490,-287,945,1833,2315,2231,2094,2106,2092,2311,2753,3393,3801,4229,4088,3828,4381,5085,6088,5914,5805,5390,5353,6080,6482,6717
44,Final consumption expenditures of nonprofit institutions serving households (NPISHs)1,4616,4659,4710,4751,4795,4843,4889,4935,4981,5024,5066,5097,5108,5132,5124,5106,5091,5055,5056,5041,5022,5014,4992,4966,4947,4922,5004,5113,5210,5267,5287,5320,5382,5444,5508,5547,5566,5586,5570,5544,5518,5496,5468,5439,5419,5395,5366,5381,5405,5434,5502,5568,5639,5728,5804,5881,5962,6036,6102,6163,6338,6401,6421,6427,6440,6425,6442,6455,6453,6463,6462,6468,6488,6507,6588,6690,6792,6906,7013,7113,7224,7318,7419,7482,7514,7556,7539,7514,7494,7458,7443,7422,7401,7378,7355,7386,7454,7508,7622,7729,7833,7979,8109,8238,8361,8476,8595,8693,8723,8720,8722,8716,8724,8739,8764,8794,8840,8891,8927,8951,9004,9052,9126,9214,9263,9358,9449,9559,9679,9745,9869,10007,10083,10100,10168,10230,10303,10459,10587,10714,10774,10746,10716,10802,10966,11089,11206,11313,11418,11557,11711,11889,12058,12218,12391,12634,12301,12401,12534,12556,12494,12773,12616,12622,12725,13412,13519,13815,13062,13120,13499,13713,13536,14045,13865,13666,14000,13973,14195,14380,14508,14826,15035,15339,15501,15817,15462,15599,15808,15814,15996,16253,16020,16366,16403,16164,16589,16949,17434,17333,17324,17469,17784,18320,18808,18941,18766,18696,18860,18916,18882,18923,18825,19135,19330,19711,20145,19961,19825,19848,19697,20269,20437,20807,21027,21732,21907,21967,22245,22077,22182,22469,22530,23065,23281,23151,23394,23909,23807,24114,25086,25341,25573,25792,25801,26171,25928,25883,25901,26697,27228,28036,28174,28279,28518,28882,29379,30181,30311,30535,30644,31383,31958,32151,32060,32746,32720,32962,33335,34195,34197,34625,34716,35561,36217,36351,36688,36930,36883,37131,37228,37881,38249,38433,38713,39137,39000,39289,39903,39552,39175,39781,39918,40546,40786,40901,41400,42028,42419,42663
45,    Gross output of nonprofit institutions2,13367,13472,13581,13677,13780,13881,13959,14044,14140,14240,14335,14422,14521,14609,14756,14902,15047,14912,14770,14642,14748,14934,15100,15067,15003,14937,15213,15555,15894,15968,15927,15919,16037,16175,16317,16456,16551,16646,16722,16780,16841,16906,16963,17015,17088,17149,17208,17318,17430,17555,17721,17897,18071,18259,18428,18598,18768,18933,19097,19312,19694,19915,20030,20101,20193,20221,20328,20416,20449,20474,20499,20681,20893,21102,21323,21553,21773,21999,22193,22389,22618,22813,23031,23255,23427,23640,23824,24029,24228,24361,24438,24524,24634,24807,24983,25178,25335,25502,25803,26143,26484,26862,27169,27480,27806,28075,28378,28702,28898,29046,29455,29790,30211,30212,30327,30665,30887,31197,31632,31856,32269,32403,32746,33036,33679,33904,34088,34428,34796,35280,35563,35919,36297,37211,36673,37161,37286,37779,38276,38601,38981,39212,39573,40040,40119,40731,41273,41537,42347,42532,43139,43524,43924,44099,44487,45533,45523,45654,46393,46633,46472,47054,47447,47797,47969,48929,49015,49352,49014,49597,50634,51103,51058,52099,52174,51907,52852,53223,53936,54383,54845,55542,56209,57408,58270,59601,59223,59549,60379,60791,61359,62455,62844,64071,64417,64911,66165,66690,67809,68099,67793,69606,71118,72790,73514,73882,74380,74604,74958,75550,76546,77385,77667,78061,79272,79909,81366,81763,82555,83737,84493,84884,85567,85771,86246,87709,88318,89513,90983,91741,92600,94333,95441,96939,97615,98069,99025,100579,100436,102152,103937,104587,105348,106695,107639,108929,109601,109846,110737,113533,114765,116657,118191,119404,120538,121008,121695,124189,125984,129022,130625,132631,134347,135564,136904,139037,139938,141646,143406,145294,146642,147695,148549,150372,153475,154845,155145,157215,158420,159796,161074,162963,164914,165978,167501,169424,170379,172850,174002,173901,175126,176271,177778,178896,178858,180742,181395,183645,184619,185354
46,    Less: Receipts from sales of goods and services by nonprofit institutions3,8751,8813,8871,8926,8985,9038,9070,9110,9159,9216,9270,9326,9414,9477,9631,9796,9955,9857,9714,9601,9726,9919,10109,10102,10057,10014,10209,10442,10685,10702,10640,10599,10654,10731,10808,10909,10984,11060,11152,11236,11323,11411,11495,11576,11670,11753,11843,11937,12025,12121,12219,12329,12432,12531,12624,12717,12805,12897,12994,13149,13357,13514,13609,13674,13753,13796,13886,13961,13997,14011,14037,14213,14405,14595,14735,14863,14982,15093,15180,15276,15394,15495,15611,15773,15913,16084,16286,16515,16734,16904,16994,17102,17233,17429,17628,17793,17881,17995,18181,18415,18650,18883,19060,19242,19445,19599,19783,20009,20175,20326,20734,21074,21487,21474,21563,21871,22047,22305,22705,22905,23265,23351,23620,23822,24415,24546,24639,24869,25117,25535,25694,25912,26213,27111,26505,26932,26983,27320,27689,27887,28208,28466,28857,29238,29152,29642,30067,30225,30929,30975,31428,31636,31865,31881,32096,32899,33222,33253,33859,34076,33978,34281,34831,35175,35244,35517,35496,35537,35953,36477,37135,37390,37521,38055,38309,38241,38852,39250,39741,40003,40338,40716,41174,42068,42769,43784,43760,43950,44572,44977,45363,46202,46824,47705,48015,48747,49576,49741,50375,50766,50468,52137,53334,54470,54706,54941,55614,55908,56098,56634,57664,58462,58842,58926,59942,60197,61221,61802,62730,63889,64796,64615,65130,64964,65219,65977,66411,67546,68737,69664,70419,71864,72911,73874,74335,74918,75632,76670,76629,78037,78851,79246,79775,80903,81838,82758,83673,83963,84835,86836,87537,88621,90017,91125,92021,92125,92316,94008,95673,98487,99981,101248,102390,103413,104844,106291,107218,108684,110071,111100,112445,113070,113833,114812,117258,118495,118458,120284,121537,122665,123846,125082,126665,127545,128787,130287,131380,133561,134100,134348,135951,136491,137860,138350,138071,139841,139995,141618,142200,142692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend/Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. Gross output is net of unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; excludes own-account investment (construction and software).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3. Excludes unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; includes membership dues and fees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4. Food consists of food and beverages purchased for off-premises consumption; food services, which include purchased meals and beverages, are not classified as food.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
